disease_cui,rid_caller_caller,rid_caller_caller,snomed_code_caller,Terms_caller,rid_caller,Number of diseases,rid_caller,snomed_code,Terms,rid,Number of symptoms
C0270757,1898,703.0,58593005.0,Athetoid movement,32.0,8.0,1482,53194005,Posthemiplegic athetosis,628,1
C0270758,1318,703.0,58593005.0,Athetoid movement,32.0,8.0,654,19350004,Athetosis with rigidity,1074,1
C0270759,1598,703.0,58593005.0,Athetoid movement,32.0,8.0,1577,5822000,Athetosis with spastic paraplegia,778,1
C0270788,1599,25.0,1845001.0,Paraparesis (disorder),262.0,2.0,454,29426003,Paralytic syndrome,930,1
C0270788,1599,25.0,1845001.0,Paraparesis (disorder),262.0,2.0,886,286937002,Paralytic syndromes,930,1
C0270793,2194,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,1160,32162001,Facial hemiplegia,304,2
C0270793,145,,,,,,1160,32162001,Facial hemiplegia,304,2
C0270794,1600,,,,,,783,17409003,Facial hemiparesis,219,2
C0270794,1319,231.0,95667004.0,Unilateral facial paresis,383.0,1.0,783,17409003,Facial hemiparesis,219,2
C0270805,1601,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,680,43486001,Hemiplegic cerebral palsy (disorder),1250,1
C0270813,1899,534.0,221360009.0,Spasticity,216.0,2.0,772,54364001,Lethal neonatal spasticity,799,1
C0270814,1320,597.0,29003001.0,Spastic dysphonia,87.0,4.0,177,386781001,Spastic syndrome (disorder),1230,1
C0270819,146,561.0,91175000.0,Seizure,1.0,169.0,537,71427006,Cursive seizure,305,2
C0270819,146,561.0,91175000.0,Seizure,1.0,169.0,951,193021002,Cursive (running) epilepsy,305,2
C0270819,1900,623.0,29753000.0,Partial seizure,10.0,22.0,537,71427006,Cursive seizure,305,2
C0270819,1900,623.0,29753000.0,Partial seizure,10.0,22.0,951,193021002,Cursive (running) epilepsy,305,2
C0270820,1032,561.0,91175000.0,Seizure,1.0,169.0,784,89525009,Gelastic seizure,50,3
C0270820,1602,,,,,,784,89525009,Gelastic seizure,50,3
C0270820,1901,623.0,29753000.0,Partial seizure,10.0,22.0,784,89525009,Gelastic seizure,50,3
C0270821,1603,561.0,91175000.0,Seizure,1.0,169.0,1124,40816002,Retropulsion petit mal,931,1
C0270822,2195,561.0,91175000.0,Seizure,1.0,169.0,710,49776008,Centrencephalic epilepsy,197,2
C0270822,1321,623.0,29753000.0,Partial seizure,10.0,22.0,710,49776008,Centrencephalic epilepsy,197,2
C0270823,1033,561.0,91175000.0,Seizure,1.0,169.0,563,7033004,Petit mal status (disorder),739,1
C0270824,1604,561.0,91175000.0,Seizure,1.0,169.0,1765,39194005,Visual epilepsy,1398,1
C0270825,1034,561.0,91175000.0,Seizure,1.0,169.0,1082,2198002,Visceral epilepsy,173,2
C0270825,1902,623.0,29753000.0,Partial seizure,10.0,22.0,1082,2198002,Visceral epilepsy,173,2
C0270826,2196,561.0,91175000.0,Seizure,1.0,169.0,545,77450009,Unclassified epileptic seizures,1446,1
C0270830,1903,561.0,91175000.0,Seizure,1.0,169.0,1231,246533006,Simple partial seizure with somatosensory or special sensory dysfunction,317,2
C0270830,147,,,,,,1231,246533006,Simple partial seizure with somatosensory or special sensory dysfunction,317,2
C0270831,429,561.0,91175000.0,Seizure,1.0,169.0,1528,72103000,Simple partial seizure with special sensory symptoms,254,2
C0270831,428,,,,,,1528,72103000,Simple partial seizure with special sensory symptoms,254,2
C0270837,1322,561.0,91175000.0,Seizure,1.0,169.0,1758,193004006,Epileptic automatism,908,1
C0270838,1323,,,,,,199,20544001,Secondarily generalized seizures,286,2
C0270838,430,230.0,54200006.0,Tonic-clonic seizure,207.0,2.0,199,20544001,Secondarily generalized seizures,286,2
C0270838,430,663.0,65155005.0,Grand mal seizure,207.0,2.0,199,20544001,Secondarily generalized seizures,286,2
C0270846,718,561.0,91175000.0,Seizure,1.0,169.0,291,42365007,Atonic seizure,142,2
C0270846,718,561.0,91175000.0,Seizure,1.0,169.0,1612,189198006,Epileptic drop attack,142,2
C0270846,1904,,,,,,291,42365007,Atonic seizure,142,2
C0270846,1904,,,,,,1612,189198006,Epileptic drop attack,142,2
C0270847,1324,561.0,91175000.0,Seizure,1.0,169.0,546,15523002,Benign focal epilepsy of childhood,147,2
C0270847,1605,623.0,29753000.0,Partial seizure,10.0,22.0,546,15523002,Benign focal epilepsy of childhood,147,2
C0270849,1035,561.0,91175000.0,Seizure,1.0,169.0,573,111498005,Extratemporal epilepsy,306,2
C0270849,148,623.0,29753000.0,Partial seizure,10.0,22.0,573,111498005,Extratemporal epilepsy,306,2
C0270850,431,561.0,91175000.0,Seizure,1.0,169.0,439,36803009,Idiopathic generalized epilepsy (disorder),403,1
C0270851,1036,561.0,91175000.0,Seizure,1.0,169.0,120,38281008,Benign neonatal convulsions,1356,1
C0270853,1325,561.0,91175000.0,Seizure,1.0,169.0,623,6204001,Juvenile myoclonic epilepsy,1075,1
C0270854,1905,561.0,91175000.0,Seizure,1.0,169.0,213,71831005,Symptomatic generalized epilepsy,1264,1
C0270855,149,241.0,127324008.0,Myoclonic disorder,7.0,29.0,1125,44423001,Early myoclonic encephalopathy (disorder),838,1
C0270857,719,561.0,91175000.0,Seizure,1.0,169.0,920,79745005,Reflex epilepsy,716,1
C0270858,1037,301.0,162040008.0,Abdominal migraine - symptom,530.0,1.0,831,75879005,Abdominal migraine,1052,1
C0270859,1326,156.0,25064002.0,Headache (finding),4.0,59.0,1701,26150009,Lower half migraine,1076,1
C0270860,720,156.0,25064002.0,Headache (finding),4.0,59.0,263,83351003,Basilar migraine,208,2
C0270860,1906,304.0,399090003.0,Subjective vertigo,20.0,12.0,263,83351003,Basilar migraine,208,2
C0270861,2197,156.0,25064002.0,Headache (finding),4.0,59.0,1010,79267007,Retinal migraine,651,1
C0270862,1038,156.0,25064002.0,Headache (finding),4.0,59.0,644,59292006,Hemiplegic migraine,740,1
C0270871,150,405.0,27678003.0,Myokymia (finding),463.0,1.0,341,1070000,Facial myokymia,839,1
C0270883,1327,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,172,72655000,Alternating hypoglossal hemiplegia,1077,1
C0270883,1327,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,173,9638002,Hypoglossal-pyramid syndrome,1077,1
C0270953,151,61.0,45352006.0,Spasm (finding),28.0,10.0,798,85034001,Myotonia acquisita,531,1
C0270971,1328,,,,,,364,33010005,Floppy infant syndrome (disorder),909,1
C0270977,721,241.0,127324008.0,Myoclonic disorder,7.0,29.0,1768,76156000,Juvenile cerebellar degeneration AND myoclonus,1502,1
C0270997,1907,287.0,75705005.0,Red eye,288.0,2.0,1379,62619007,Ill-defined disorder of eye,629,1
C0271060,432,250.0,300849006.0,Mass of eye structure,41.0,7.0,1103,67638006,Pseudocyst of retina,1011,1
C0271060,432,786.0,45177002.0,Swelling of structure of eye,41.0,7.0,1103,67638006,Pseudocyst of retina,1011,1
C0271184,152,652.0,78455002.0,Subjective visual disturbance,45.0,7.0,939,53547005,Concentric fading of visual field,386,1
C0271187,1908,343.0,50446000.0,Monocular diplopia,273.0,2.0,1628,9428001,Refractive polyopia,630,1
C0271216,2198,31.0,70556002.0,Impairment level: low vision of both eyes,76.0,5.0,1360,68777001,Impairment level of both eyes,1279,1
C0271216,2198,542.0,193722001.0,"Low vision, both eyes",76.0,5.0,1360,68777001,Impairment level of both eyes,1279,1
C0271240,2199,635.0,225569001.0,Painful blind eye,243.0,2.0,1205,22950006,Blindness of one eye,824,1
C0271291,1606,210.0,33653009.0,Absence of sensation (finding),304.0,2.0,1007,373423002,Corneal anesthesia (finding),475,1
C0271317,153,320.0,370116005.0,Narrowing of palpebral fissure,709.0,1.0,940,21480008,Acquired blepharophimosis,387,1
C0271388,154,773.0,307672008.0,Oculopalatal myoclonus,337.0,2.0,794,35743001,Pendular nystagmus,388,1
C0271405,1607,196.0,50801008.0,Vitreous cavitation,800.0,1.0,1554,50801008,Vitreous liquifaction (disorder),1090,1
C0271417,1329,587.0,103626005.0,Diffuse inflammation,27.0,11.0,365,34723002,Diffuse otitis externa,910,1
C0271487,1039,304.0,399090003.0,Subjective vertigo,20.0,12.0,773,87118001,Vertiginous syndrome,38,4
C0271487,2200,280.0,232289002.0,Multisensory dizziness,231.0,2.0,773,87118001,Vertiginous syndrome,38,4
C0271487,1608,518.0,95861000.0,Vertigo preceded by head injury,387.0,1.0,773,87118001,Vertiginous syndrome,38,4
C0271487,722,367.0,103297000.0,Drug-induced vertigo,728.0,1.0,773,87118001,Vertiginous syndrome,38,4
C0271490,155,587.0,103626005.0,Diffuse inflammation,27.0,11.0,1475,89537006,Diffuse labyrinthitis,1293,1
C0271508,723,297.0,22181003.0,Diplacusis,270.0,2.0,24,61444009,Disharmonic diplacusis,868,1
C0271509,724,297.0,22181003.0,Diplacusis,270.0,2.0,1214,36543008,Echo diplacusis,1182,1
C0271510,1330,471.0,194399009.0,Loudness recruitment,299.0,2.0,1371,2724004,Recruitment,1541,1
C0271518,1909,,,,,,209,10277002,Cerebellopontine angle syndrome,1103,1
C0271609,2201,219.0,15160007.0,Virilization (finding),68.0,5.0,146,45248009,Isosexual virilization,1614,1
C0271787,156,377.0,59909002.0,Hard edema,61.0,5.0,1029,43507005,Adult myxedema,1294,1
C0272021,2202,221.0,212968006.0,Starvation (disorder),67.0,5.0,143,48580008,Anemia due to starvation,1447,1
C0272088,1331,671.0,119419001.0,Cyanosis of skin,52.0,6.0,329,84260001,Hemoglobinopathy with cyanosis,324,2
C0272088,433,692.0,95837007.0,Central cyanosis (disorder),250.0,2.0,329,84260001,Hemoglobinopathy with cyanosis,324,2
C0272104,1332,671.0,119419001.0,Cyanosis of skin,52.0,6.0,352,57020009,Stokvis' disease,459,1
C0272267,1040,618.0,444827008.0,Erythema of skin,3.0,89.0,885,47149005,Cold erythema associated with cryoglobulin,1053,1
C0272267,1040,830.0,86735004.0,Erythematous condition,3.0,89.0,885,47149005,Cold erythema associated with cryoglobulin,1053,1
C0272268,2203,618.0,444827008.0,Erythema of skin,3.0,89.0,1326,68312001,Cold erythema associated with cold agglutinins,1120,1
C0272268,2203,830.0,86735004.0,Erythematous condition,3.0,89.0,1326,68312001,Cold erythema associated with cold agglutinins,1120,1
C0272269,157,618.0,444827008.0,Erythema of skin,3.0,89.0,42,30048004,Cold erythema associated with hemolysins,1139,1
C0272269,157,830.0,86735004.0,Erythematous condition,3.0,89.0,42,30048004,Cold erythema associated with hemolysins,1139,1
C0272391,2204,183.0,300851005.0,Mass of respiratory structure,26.0,11.0,487,55366007,Tonsillar tag,335,2
C0272391,1333,135.0,300855001.0,Mass of digestive structure,11.0,22.0,487,55366007,Tonsillar tag,335,2
C0272407,1910,35.0,300853008.0,Mass of lymphoreticular structure,63.0,5.0,65,79040006,Splenic cyst,1265,1
C0274440,434,22.0,238697009.0,Immune complex urticaria,44.0,7.0,135,402414002,Urticarial reaction to blood product,1012,1
C0274440,434,22.0,238697009.0,Immune complex urticaria,44.0,7.0,806,302972002,Urticarial transfusion reaction,1012,1
C0275526,725,11.0,5862001.0,Mucous membrane eruption,601.0,1.0,873,85532005,Enanthematous infectious disease,1503,1
C0275746,1609,373.0,112629002.0,Macule (morphologic abnormality),73.0,5.0,461,37160003,Pintid,476,1
C0275747,1911,618.0,444827008.0,Erythema of skin,3.0,89.0,374,90911007,Erythematous plaques of pinta,1419,1
C0275747,1911,618.0,444827008.0,Erythema of skin,3.0,89.0,1030,204919003,Erythematous pinta plaque,1419,1
C0275747,1911,830.0,86735004.0,Erythematous condition,3.0,89.0,374,90911007,Erythematous plaques of pinta,1419,1
C0275747,1911,830.0,86735004.0,Erythematous condition,3.0,89.0,1030,204919003,Erythematous pinta plaque,1419,1
C0275753,1041,282.0,23267004.0,Achromia of skin (disorder),107.0,4.0,1750,56347002,Vitiligo of pinta,741,1
C0275852,1334,80.0,67103005.0,Gummatous inflammation (morphologic abnormality),37.0,8.0,564,21523006,Syphilitic gumma of central nervous system,754,1
C0275983,1335,386.0,267060006.0,Diarrhea symptom,5.0,39.0,292,78351007,Bovine winter dysentery,1378,1
C0275983,1335,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1613,407373009,Bovine coronoviral diarrhea,1378,1
C0275983,1335,489.0,398032003.0,Loose stool,5.0,39.0,292,78351007,Bovine winter dysentery,1378,1
C0275983,1335,489.0,398032003.0,Loose stool,5.0,39.0,1613,407373009,Bovine coronoviral diarrhea,1378,1
C0276013,1610,80.0,67103005.0,Gummatous inflammation (morphologic abnormality),37.0,8.0,990,31969008,Yaws gumma of bone,1251,1
C0276014,1336,80.0,67103005.0,Gummatous inflammation (morphologic abnormality),37.0,8.0,1421,72054002,Gummatous osteitis of yaws,1231,1
C0276015,1611,80.0,67103005.0,Gummatous inflammation (morphologic abnormality),37.0,8.0,667,27684000,Gummatous periostitis of yaws,779,1
C0276022,1612,303.0,300861003.0,Mass of musculoskeletal structure,29.0,10.0,241,186971007,Juxta-articular yaws nodules,611,1
C0276467,435,386.0,267060006.0,Diarrhea symptom,5.0,39.0,636,70506007,Neonatal calf diarrhea,1484,1
C0276467,435,489.0,398032003.0,Loose stool,5.0,39.0,636,70506007,Neonatal calf diarrhea,1484,1
C0276468,1337,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1693,79800001,Epidemic diarrheal disease of infant mouse (disorder),598,1
C0276468,1337,489.0,398032003.0,Loose stool,5.0,39.0,1693,79800001,Epidemic diarrheal disease of infant mouse (disorder),598,1
C0276478,1613,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1278,64679001,Coronaviral calf diarrhea,1564,1
C0276478,1613,489.0,398032003.0,Loose stool,5.0,39.0,1278,64679001,Coronaviral calf diarrhea,1564,1
C0276572,1338,244.0,230145002.0,Difficulty breathing,196.0,2.0,1488,422177004,Dyspnea associated with AIDS,755,1
C0276573,726,832.0,420900006.0,Fatigue associated with AIDS,198.0,2.0,1571,73266005,AIDS with fatigue,564,1
C0276577,1042,749.0,421230000.0,Hepatomegaly associated with AIDS,300.0,2.0,1386,13556003,AIDS with hepatomegaly,1054,1
C0276584,158,385.0,420801006.0,Malaise associated with AIDS,202.0,2.0,1555,89565008,AIDS with malaise,990,1
C0276672,2205,618.0,444827008.0,Erythema of skin,3.0,89.0,469,41030002,Coccidioidomycosis with erythema multiforme,1121,1
C0276672,2205,830.0,86735004.0,Erythematous condition,3.0,89.0,469,41030002,Coccidioidomycosis with erythema multiforme,1121,1
C0276726,1339,1.0,5168000.0,Sporotrichotic chancre,183.0,3.0,1541,80890005,Cutaneous sporotrichosis,756,1
C0277509,1043,411.0,22253000.0,Pain (finding),2.0,136.0,1694,76821002,Epidemic cervical myalgia,742,1
C0277526,159,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1647,46799006,Dysenteric diarrhea,1467,1
C0277526,159,489.0,398032003.0,Loose stool,5.0,39.0,1647,46799006,Dysenteric diarrhea,1467,1
C0277527,1044,386.0,267060006.0,Diarrhea symptom,5.0,39.0,959,86615009,Epidemic diarrhea,1357,1
C0277527,1044,489.0,398032003.0,Loose stool,5.0,39.0,959,86615009,Epidemic diarrhea,1357,1
C0277528,160,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1689,11840006,Traveler's diarrhea,1468,1
C0277528,160,489.0,398032003.0,Loose stool,5.0,39.0,1689,11840006,Traveler's diarrhea,1468,1
C0278085,161,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,1206,37001003,Bradylalia,840,1
C0278085,161,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,1206,37001003,Bradylalia,840,1
C0278110,1614,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,388,77015008,Crossed hemiplegia,107,3
C0278110,1614,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,1264,404689008,Alternating hemiplegia,107,3
C0278110,2206,,,,,,388,77015008,Crossed hemiplegia,107,3
C0278110,2206,,,,,,1264,404689008,Alternating hemiplegia,107,3
C0278110,1912,,,,,,388,77015008,Crossed hemiplegia,107,3
C0278110,1912,,,,,,1264,404689008,Alternating hemiplegia,107,3
C0278111,162,,,,,,532,29093005,Crossed hemiparesis,841,1
C0278112,1615,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,627,34209003,Cerebral hemiplegia,1252,1
C0278113,727,293.0,50582007.0,Hemiplegia (disorder),24.0,11.0,1489,55637002,Spinal hemiplegia,717,1
C0278116,1340,,,,,,1470,1670004,Cerebral hemiparesis,1232,1
C0278117,436,,,,,,1309,20940004,Spinal hemiparesis,1485,1
C0278122,1341,160.0,87934002.0,Crossed extensor reflex,483.0,1.0,1096,36550007,Crossed reflex,1379,1
C0278135,1616,,,,,,464,71778000,Sensory extinction,780,1
C0278162,1617,364.0,20262006.0,Ataxia (finding),150.0,3.0,73,3756000,Static ataxia,169,2
C0278162,728,588.0,302289002.0,Coordination problem,19.0,12.0,73,3756000,Static ataxia,169,2
C0278179,2207,,,,,,916,90406001,Amorphosynthesis,652,1
C0278186,437,561.0,91175000.0,Seizure,1.0,169.0,1433,87185006,Long atonic seizure,404,1
C0278187,1045,561.0,91175000.0,Seizure,1.0,169.0,613,41119002,Akinetic seizure without atonia,584,1
C0278188,729,561.0,91175000.0,Seizure,1.0,169.0,852,14521008,Visual seizure,118,3
C0278188,2208,,,,,,852,14521008,Visual seizure,118,3
C0278188,1618,623.0,29753000.0,Partial seizure,10.0,22.0,852,14521008,Visual seizure,118,3
C0278189,730,561.0,91175000.0,Seizure,1.0,169.0,574,60317006,Pattern sensitive seizure,192,2
C0278189,1913,,,,,,574,60317006,Pattern sensitive seizure,192,2
C0278192,1619,561.0,91175000.0,Seizure,1.0,169.0,698,52125007,Gustatory seizure,90,3
C0278192,163,,,,,,698,52125007,Gustatory seizure,90,3
C0278192,2209,623.0,29753000.0,Partial seizure,10.0,22.0,698,52125007,Gustatory seizure,90,3
C0278193,1046,561.0,91175000.0,Seizure,1.0,169.0,581,7689009,Reading seizure,244,2
C0278193,438,,,,,,581,7689009,Reading seizure,244,2
C0278195,1914,561.0,91175000.0,Seizure,1.0,169.0,1179,19593003,Movement partial seizure,277,2
C0278195,164,,,,,,1179,19593003,Movement partial seizure,277,2
C0278196,1342,561.0,91175000.0,Seizure,1.0,169.0,232,53482009,Startle partial seizure,220,2
C0278196,1915,,,,,,232,53482009,Startle partial seizure,220,2
C0278197,2210,561.0,91175000.0,Seizure,1.0,169.0,699,83752007,Abdominal seizure,365,2
C0278197,1916,,,,,,699,83752007,Abdominal seizure,365,2
C0278198,1047,561.0,91175000.0,Seizure,1.0,169.0,1763,16873003,Musicogenic seizure,1208,1
C0278199,166,561.0,91175000.0,Seizure,1.0,169.0,841,13847000,Partial seizure with impaired consciousness,63,3
C0278199,439,,,,,,841,13847000,Partial seizure with impaired consciousness,63,3
C0278199,165,623.0,29753000.0,Partial seizure,10.0,22.0,841,13847000,Partial seizure with impaired consciousness,63,3
C0278201,1048,561.0,91175000.0,Seizure,1.0,169.0,1572,73840001,Ideational partial seizure,363,2
C0278201,1343,,,,,,1572,73840001,Ideational partial seizure,363,2
C0278202,731,561.0,91175000.0,Seizure,1.0,169.0,941,42440009,Partial seizure with illusions and hallucinations,76,3
C0278202,167,,,,,,941,42440009,Partial seizure with illusions and hallucinations,76,3
C0278202,440,623.0,29753000.0,Partial seizure,10.0,22.0,941,42440009,Partial seizure with illusions and hallucinations,76,3
C0278203,1917,561.0,91175000.0,Seizure,1.0,169.0,1310,60338000,Partial seizure with multiple symptoms,69,3
C0278203,732,,,,,,1310,60338000,Partial seizure with multiple symptoms,69,3
C0278203,1049,623.0,29753000.0,Partial seizure,10.0,22.0,1310,60338000,Partial seizure with multiple symptoms,69,3
C0278212,1344,782.0,7751009.0,Visual discomfort,140.0,3.0,57,4142001,Muscular asthenopia,911,1
C0278213,1345,782.0,7751009.0,Visual discomfort,140.0,3.0,392,4951008,Nervous asthenopia,912,1
C0281913,2211,724.0,80068009.0,Swelling of limb (finding),566.0,1.0,280,298280009,Swelling of skeletal muscle,268,2
C0281913,1346,298.0,300887003.0,Swelling of musculoskeletal structure,433.0,1.0,280,298280009,Swelling of skeletal muscle,268,2
C0282309,733,27.0,238527009.0,Persistent light reaction,161.0,3.0,540,52636001,Actinic reticuloid (disorder),1183,1
C0282492,2212,360.0,398979000.0,Pale complexion,34.0,8.0,315,238776001,Idiopathic livedo reticularis with systemic involvement,1280,1
C0301918,1918,22.0,238697009.0,Immune complex urticaria,44.0,7.0,403,83699005,Hypersensitivity reaction mediated by immune complex,180,2
C0301918,1620,232.0,402656007.0,Urticarial vasculitis (disorder),47.0,7.0,403,83699005,Hypersensitivity reaction mediated by immune complex,180,2
C0302369,1347,132.0,417633001.0,Alcohol induced hallucinations,434.0,1.0,567,7052005,Alcohol hallucinosis,913,1
C0302369,1347,132.0,417633001.0,Alcohol induced hallucinations,434.0,1.0,775,191476005,Alcohol withdrawal hallucinosis,913,1
C0311262,2213,30.0,241154007.0,Abdominal angina,137.0,3.0,1100,111354009,Chronic vascular insufficiency of intestine,1281,1
C0311262,2213,237.0,240342007.0,Intestinal angina,137.0,3.0,1100,111354009,Chronic vascular insufficiency of intestine,1281,1
C0311267,1050,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1623,65328007,Hill diarrhea,437,1
C0311267,1050,489.0,398032003.0,Loose stool,5.0,39.0,1623,65328007,Hill diarrhea,437,1
C0311268,168,386.0,267060006.0,Diarrhea symptom,5.0,39.0,740,197127002,Post-vagotomy syndrome,389,1
C0311268,168,386.0,267060006.0,Diarrhea symptom,5.0,39.0,942,236078003,Post-vagotomy diarrhea,389,1
C0311268,168,489.0,398032003.0,Loose stool,5.0,39.0,740,197127002,Post-vagotomy syndrome,389,1
C0311268,168,489.0,398032003.0,Loose stool,5.0,39.0,942,236078003,Post-vagotomy diarrhea,389,1
C0311312,734,411.0,22253000.0,Pain (finding),2.0,136.0,982,396223002,External endometriosis (disorder),869,1
C0311334,1621,561.0,91175000.0,Seizure,1.0,169.0,1155,4619009,Generalized-onset seizures,103,3
C0311334,441,827.0,51887003.0,Tonic seizure,660.0,1.0,1155,4619009,Generalized-onset seizures,103,3
C0311334,1051,,,,,,1155,4619009,Generalized-onset seizures,103,3
C0311335,1622,561.0,91175000.0,Seizure,1.0,169.0,1354,13973009,Grand mal status,932,1
C0333997,735,27.0,238527009.0,Persistent light reaction,161.0,3.0,1559,128863005,Lymphoid hyperplasia,870,1
C0338443,2214,566.0,85102008.0,Cerebellar ataxia,22.0,11.0,1703,24059009,Acute cerebellar ataxia due to varicella,1282,1
C0338458,442,83.0,206982000.0,[D]Other speech disturbance NOS,16.0,13.0,685,230279005,Non-Alzheimer's progressive dysphasia,1013,1
C0338458,442,617.0,206978002.0,[D]Other speech disturbance,16.0,13.0,685,230279005,Non-Alzheimer's progressive dysphasia,1013,1
C0338465,1052,149.0,270476009.0,Wry neck/torticollis,69.0,5.0,1097,230314007,Sandifer syndrome (disorder),1358,1
C0338478,443,561.0,91175000.0,Seizure,1.0,169.0,281,230428002,Idiopathic myoclonic epilepsy,693,1
C0338478,443,561.0,91175000.0,Seizure,1.0,169.0,1382,230427007,Cryptogenic myoclonic epilepsy,693,1
C0338479,1623,561.0,91175000.0,Seizure,1.0,169.0,668,230430000,Symptomatic myoclonic epilepsy,781,1
C0338480,736,156.0,25064002.0,Headache (finding),4.0,59.0,14,56097005,Migraine without aura,1330,1
C0338481,444,156.0,25064002.0,Headache (finding),4.0,59.0,58,95655001,Ophthalmic migraine,854,1
C0338483,1919,156.0,25064002.0,Headache (finding),4.0,59.0,466,230463007,Migraine with prolonged aura,955,1
C0338483,1919,156.0,25064002.0,Headache (finding),4.0,59.0,1126,193039006,Complicated migraine,955,1
C0338484,1920,156.0,25064002.0,Headache (finding),4.0,59.0,750,95656000,Familial hemiplegic migraine,800,1
C0338485,169,156.0,25064002.0,Headache (finding),4.0,59.0,832,230464001,Non-familial hemiplegic migraine,991,1
C0338486,1053,156.0,25064002.0,Headache (finding),4.0,59.0,624,230465000,Migraine aura without headache,1055,1
C0338489,1921,156.0,25064002.0,Headache (finding),4.0,59.0,1389,230467008,Status migrainosus,1266,1
C0338490,1624,156.0,25064002.0,Headache (finding),4.0,59.0,1529,230468003,Migraine with ischemic complication,782,1
C0338497,1054,,,,,,872,192008004,Reversed sleep-wake cycle,438,1
C0338534,445,737.0,16110005.0,Ophthalmoplegia (disorder),23.0,11.0,521,230530003,Congenital nuclear ophthalmoplegia,405,1
C0338536,1348,411.0,22253000.0,Pain (finding),2.0,136.0,751,95669001,Superior laryngeal neuralgia,914,1
C0338553,737,411.0,22253000.0,Pain (finding),2.0,136.0,110,230597003,Intercostal post-herpetic neuralgia,718,1
C0338933,1922,798.0,43227005.0,Psychic dysuria,635.0,1.0,704,191975000,Psychogenic genitourinary tract symptoms,801,1
C0339230,1349,587.0,103626005.0,Diffuse inflammation,27.0,11.0,477,231904004,Diffuse stromal keratoconjunctivitis,1380,1
C0339471,1055,829.0,408415007.0,O/E - right eye diabetic maculopathy,301.0,2.0,378,232020009,Diabetic maculopathy,174,2
C0339471,1350,370.0,408416008.0,O/E - left eye diabetic maculopathy,328.0,2.0,378,232020009,Diabetic maculopathy,174,2
C0339473,170,58.0,408411003.0,O/E - right eye preproliferative diabetic retinopathy,184.0,3.0,813,193349004,Preproliferative diabetic retinopathy (disorder),156,2
C0339473,171,10.0,408412005.0,O/E - left eye preproliferative diabetic retinopathy,353.0,2.0,813,193349004,Preproliferative diabetic retinopathy (disorder),156,2
C0339655,1625,413.0,58244001.0,Anomaly of divergence,305.0,2.0,49,232118008,Anomaly of vergence system,1565,1
C0339663,2215,109.0,46670006.0,Abnormal reflex,167.0,3.0,555,247015002,Relative afferent pupil defect (finding),512,1
C0339741,446,31.0,70556002.0,Impairment level: low vision of both eyes,76.0,5.0,917,232150003,Partial sight - both eyes,545,1
C0339741,446,542.0,193722001.0,"Low vision, both eyes",76.0,5.0,917,232150003,Partial sight - both eyes,545,1
C0339743,447,31.0,70556002.0,Impairment level: low vision of both eyes,76.0,5.0,778,193724000,"Better eye: severe visual impairment, Lesser eye: low vision unspecified",1014,1
C0339743,447,542.0,193722001.0,"Low vision, both eyes",76.0,5.0,778,193724000,"Better eye: severe visual impairment, Lesser eye: low vision unspecified",1014,1
C0339823,738,183.0,300851005.0,Mass of respiratory structure,26.0,11.0,21,232362005,Cyst of nasal cavity,1184,1
C0339842,1923,183.0,300851005.0,Mass of respiratory structure,26.0,11.0,605,232377002,Nasal septal hematoma,1267,1
C0340021,739,411.0,22253000.0,Pain (finding),2.0,136.0,502,233651009,Endometriosis of pleura,871,1
C0340099,1626,436.0,40829002.0,Acute edema,25.0,11.0,200,233706004,Drug-induced acute pulmonary edema,933,1
C0340102,1351,436.0,40829002.0,Acute edema,25.0,11.0,1059,233709006,Toxic pulmonary edema,1542,1
C0340103,448,436.0,40829002.0,Acute edema,25.0,11.0,1172,233710001,Chemical-induced pulmonary edema,406,1
C0340105,172,436.0,40829002.0,Acute edema,25.0,11.0,242,233711002,Oxygen-induced pulmonary edema,532,1
C0340164,1924,35.0,300853008.0,Mass of lymphoreticular structure,63.0,5.0,311,238676008,Lofgrens syndrome,198,2
C0340164,1924,35.0,300853008.0,Mass of lymphoreticular structure,63.0,5.0,1415,181225007,Bilateral hilar adenopathy syndrome,198,2
C0340164,2216,585.0,309524007.0,Mass of trunk,111.0,4.0,311,238676008,Lofgrens syndrome,198,2
C0340164,2216,585.0,309524007.0,Mass of trunk,111.0,4.0,1415,181225007,Bilateral hilar adenopathy syndrome,198,2
C0340241,173,183.0,300851005.0,Mass of respiratory structure,26.0,11.0,853,233797002,Infected bronchogenic cyst,842,1
